transaction_id,booking_jurisdiction,regulator,booking_datetime,value_date,amount,currency,channel,product_type,originator_name,originator_account,originator_country,beneficiary_name,beneficiary_account,beneficiary_country,swift_mt,ordering_institution_bic,beneficiary_institution_bic,swift_f50_present,swift_f59_present,swift_f70_purpose,swift_f71_charges,travel_rule_complete,fx_indicator,fx_base_ccy,fx_quote_ccy,fx_applied_rate,fx_market_rate,fx_spread_bps,fx_counterparty,customer_id,customer_type,customer_risk_rating,customer_is_pep,kyc_last_completed,kyc_due_date,edd_required,edd_performed,sow_documented,purpose_code,narrative,is_advised,product_complex,client_risk_profile,suitability_assessed,suitability_result,product_has_va_exposure,va_disclosure_provided,cash_id_verified,daily_cash_total_customer,daily_cash_txn_count,sanctions_screening,suspicion_determined_datetime,str_filed_datetime
db78512e-524f-41df-ae9c-d254556670f9,CH,FINMA,2024-10-31T20:04:17,31/10/2024,10238.77,JPY,Cash,cash_deposit,Joel Lee,GB74FECV89302934898235,CN,Austin Thomas,GB02DFXV28349051210823,CN,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-956783,domiciliary_company,Medium,FALSE,5/11/2019,4/11/2020,FALSE,TRUE,TRUE,MED,Expect walk simple focus fall.,FALSE,FALSE,Low,TRUE,match,FALSE,TRUE,FALSE,30496.46,5,potential,2024-11-01T00:04:17,2024-11-01T06:04:17
c8c71f9b-6aee-4308-afec-a4a454297924,HK,HKMA/SFC,2024-01-03T15:29:41,3/1/2024,1891975.54,CHF,RTGS,wire_transfer,Janet Woods,GB49LNMI66369007439229,AU,Michael Barrett,GB71FXXC55074187388738,US,MT103,,,FALSE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-147136,domiciliary_company,Low,FALSE,8/5/2023,4/11/2023,FALSE,TRUE,TRUE,SVC,Drug knowledge subject travel western drug message.,FALSE,FALSE,Balanced,TRUE,match,FALSE,TRUE,TRUE,0,1,none,,
a4684bb0-fc13-4d3f-9588-8adef7ca59a7,HK,HKMA/SFC,2024-12-02T16:55:57,2/12/2024,5125.04,USD,Cash,cash_deposit,Misty Perez,GB41OFQE91693625782000,AE,Angela Tucker,GB31XGJQ34441659993977,CN,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-804879,individual,Low,FALSE,17/3/2022,13/9/2022,FALSE,TRUE,TRUE,TAX,Pressure travel here plan least.,FALSE,FALSE,Balanced,TRUE,match,FALSE,TRUE,TRUE,5125.04,1,potential,,
6cd9732b-3d00-4d7d-86f1-3d6ec9a6e3fe,HK,HKMA/SFC,2024-03-12T04:29:07,12/3/2024,12396.34,USD,Cash,cash_deposit,Carly Leon,GB54RZWQ60009826935393,GB,Christopher Davis,GB57WHSC05781778493220,AU,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-684293,individual,Low,FALSE,24/2/2023,23/2/2025,FALSE,TRUE,TRUE,FAM,Quickly there impact social institution phone never only name camera.,FALSE,FALSE,Balanced,TRUE,match,FALSE,TRUE,TRUE,20961.63,3,none,,
64bb8290-aa28-4e81-9f62-e32a84a609f8,HK,HKMA/SFC,2024-09-17T18:24:16,17/9/2024,16571.13,CHF,Cash,cash_deposit,Mr. Benjamin Cox II,GB97NVCX37168651798962,AU,Kimberly James,GB14UGGH54357205828956,TH,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-863436,domiciliary_company,High,FALSE,24/7/2021,24/7/2022,TRUE,TRUE,TRUE,GDS,Kitchen spring area laugh film.,FALSE,FALSE,Balanced,TRUE,match,FALSE,TRUE,TRUE,16571.13,1,none,,
015e2202-1c97-4f0f-9756-2c8fc85e7ac9,SG,MAS,2025-04-03T00:46:51,3/4/2025,1267232.73,JPY,SWIFT,fx_conversion,Jennifer Miller,GB55RJLD30524097771026,JP,Justin Bryant,GB97TCRH80003638403916,VN,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-110107,individual,High,TRUE,14/12/2023,11/6/2024,TRUE,TRUE,TRUE,EDU,Reason offer discover service.,FALSE,FALSE,High,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
01572a13-834c-4119-8463-cfbcb36f50a3,SG,MAS,2024-03-24T22:37:35,24/3/2024,34286.48,CNY,Cash,cash_deposit,Kathleen Wright,GB58PZCL78058093635940,CN,Tammy Wood,GB60ZGJC31113250234479,JP,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-413307,corporate,High,FALSE,7/10/2022,7/10/2023,TRUE,FALSE,TRUE,GDS,Police should statement big hotel whether.,FALSE,FALSE,Balanced,TRUE,match,FALSE,TRUE,TRUE,34286.48,1,none,,
3f4edd2a-4c2e-463a-b497-b415b3fbe5f4,SG,MAS,2024-04-24T13:20:00,24/4/2024,168674.28,CNY,FPS (HK),wire_transfer,Katrina Bishop,GB87EBWZ90731181018914,JP,Jeanne Joseph,GB59FFMM92599807629457,VN,MT103,QBRYWPXW,ZZAPCYVI,TRUE,TRUE,Next song quite too bag.,BEN,TRUE,FALSE,,,0,0,0,,CUST-671644,corporate,Low,FALSE,26/8/2021,26/8/2022,FALSE,TRUE,TRUE,EDU,Record measure defense kid look customer.,FALSE,FALSE,Balanced,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
0f03f53b-7e05-4479-8375-018720c4760a,SG,MAS,2025-09-14T19:40:33,14/9/2025,439477.04,HKD,FPS (HK),wire_transfer,Steve Chapman,GB74NLIG64717417015559,JP,Faith Allen,GB68LBCR70420180233964,TH,MT103,,,TRUE,TRUE,,,FALSE,FALSE,,,0,0,0,,CUST-935585,domiciliary_company,High,FALSE,18/11/2023,17/11/2025,TRUE,FALSE,TRUE,MED,Article keep news education a information color available.,FALSE,TRUE,Balanced,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
6f7f8134-ea1c-434f-a98d-3f5e38d81833,HK,HKMA/SFC,2024-10-18T21:52:39,18/10/2024,1476760.69,GBP,SEPA,fx_conversion,Megan Gardner,GB04OMOX32727318267249,VN,Michele Caldwell,GB14SOEZ74175521707622,US,,,,TRUE,TRUE,,,TRUE,TRUE,USD,JPY,0.729999,0.729634,5,Wong Group,CUST-251464,corporate,High,FALSE,29/5/2022,25/11/2022,TRUE,FALSE,TRUE,SAL,Catch police tree contain care doctor girl above.,FALSE,FALSE,Low,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
1badfd6e-7a6e-4081-b311-537f9382aa9d,HK,HKMA/SFC,2024-09-07T15:27:54,7/9/2024,155364.83,CNY,Cheque,wire_transfer,Jodi Wagner,GB67ZGED02555136724727,SG,Samuel Huber,GB08HOLG24217895697655,IR,MT103,JVYGZVHK,DRPXDKCD,FALSE,TRUE,Family wind threat throughout tonight work.,OUR,TRUE,TRUE,HKD,CHF,0.361211,0.36049,20,"Davis, Martinez and Brown",CUST-755943,corporate,Medium,FALSE,27/6/2021,27/6/2023,FALSE,TRUE,TRUE,MED,Home hit shoulder establish drop for address together.,FALSE,FALSE,Low,TRUE,match,FALSE,TRUE,TRUE,0,1,none,,
408eabd3-e0c1-4ac2-a10e-8867312e8b7a,CH,FINMA,2024-04-09T02:24:01,9/4/2024,22958.44,SGD,Cheque,wire_transfer,Robert Smith,GB39YSFE73806535431410,DE,Kenneth Guerrero,GB87XUCX39482691694495,FR,MT103,BJADYBKU,JZMMEPYL,TRUE,TRUE,Sign challenge until network represent tend.,SHA,TRUE,FALSE,,,0,0,0,,CUST-856540,domiciliary_company,Low,TRUE,24/3/2023,23/3/2025,TRUE,FALSE,TRUE,FAM,Large its allow writer hair several easy know behind speech.,FALSE,FALSE,Low,TRUE,match,FALSE,TRUE,TRUE,0,1,none,,
1ae7bab9-fd3d-4671-8708-4fa84021f8cf,HK,HKMA/SFC,2025-09-06T04:47:27,6/9/2025,2168.23,SGD,Cash,cash_deposit,Taylor Medina,GB68PPNP72965533162464,CH,Kenneth Mckay,GB07RYOK46046274043762,RU,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-627957,corporate,Medium,FALSE,25/7/2019,24/7/2020,FALSE,TRUE,TRUE,EDU,Phone yes hit teacher different out offer various movement.,FALSE,FALSE,Low,TRUE,match,FALSE,TRUE,TRUE,2168.23,1,none,,
c38457db-2699-4636-b84b-a9ca182c7fc1,HK,HKMA/SFC,2024-11-12T08:49:19,12/11/2024,1910141.9,USD,FAST (SG),fund_subscription,Calvin Barnett,GB91APUJ38951251611453,JP,Gabriel Stewart,GB37XQTZ72958411340549,GB,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-266482,individual,Medium,FALSE,24/4/2024,24/4/2026,FALSE,TRUE,TRUE,SVC,Pick way range parent lay west animal poor family.,FALSE,FALSE,High,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
c2d0711d-9c0b-40ee-a4e5-845124d9e45b,SG,MAS,2024-01-12T00:27:35,12/1/2024,5562.81,SGD,Cash,cash_deposit,Dr. Todd Robinson Jr.,GB29KLHR03358406267233,TH,Patricia Stone,GB98PLKL01669031359790,IR,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-845523,corporate,Medium,FALSE,25/4/2024,25/4/2025,FALSE,TRUE,TRUE,INV,Music without worry feeling add key.,FALSE,FALSE,Balanced,TRUE,match,FALSE,TRUE,FALSE,5562.81,1,potential,,
dc7425bc-fcce-49fa-b58f-7cd1dbf27319,SG,MAS,2024-06-17T13:49:20,17/6/2024,211289.46,CHF,FAST (SG),wire_transfer,Lori Keller,GB89VZBU44847878529135,HK,Vicki Mathews,GB68FLEN81500259836775,DE,MT103,NSGKHTHG,TFFDUWHS,TRUE,TRUE,Himself movement main.,OUR,TRUE,FALSE,,,0,0,0,,CUST-999283,individual,Low,FALSE,5/2/2023,4/8/2023,FALSE,TRUE,TRUE,MED,Budget they interview nor raise improve step style focus.,FALSE,FALSE,Low,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
0a117a64-3896-407e-b136-fdc3cad7d509,SG,MAS,2024-09-03T05:27:45,3/9/2024,307132.95,CHF,FAST (SG),wire_transfer,Julie Haynes,GB67PHFJ08963640935149,VN,James Crawford,GB28SQPU01381946758391,VN,MT103,,,TRUE,TRUE,,,FALSE,FALSE,,,0,0,0,,CUST-774033,individual,Medium,FALSE,28/12/2020,28/12/2022,FALSE,TRUE,TRUE,INV,Certainly available figure just guy.,FALSE,FALSE,High,TRUE,match,FALSE,TRUE,TRUE,0,1,none,,
93d3933e-5716-40ba-9cea-1f5ac87e64a5,SG,MAS,2024-07-30T10:50:47,30/7/2024,856886.08,HKD,Cheque,fund_subscription,Ashley Davis,GB67ESPT67413469553871,FR,Larry Warren,GB45USGS53891073729561,TH,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-905396,domiciliary_company,High,FALSE,22/1/2022,22/1/2023,TRUE,TRUE,TRUE,LEA,Worry commercial lawyer season matter.,FALSE,TRUE,High,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
76030630-7d83-4308-b328-7722e7cebc6e,HK,HKMA/SFC,2024-08-08T08:49:28,8/8/2024,15050.91,USD,Cash,wire_transfer,James Hess,GB30WDTR30048616258769,RU,Andrea Ewing,GB41ZEAX74539042398317,TH,MT103,,,FALSE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-252525,domiciliary_company,Low,TRUE,1/7/2024,1/7/2026,TRUE,TRUE,TRUE,EDU,Election modern care drop include tend bag collection set significant.,FALSE,FALSE,Balanced,TRUE,match,FALSE,TRUE,FALSE,15050.91,1,potential,,
89bdd17b-33d4-4e91-8ddb-589f328ce5b6,CH,FINMA,2025-03-05T00:01:57,5/3/2025,20000,CHF,RTGS,cash_deposit,Justin Davis,GB40LRBM18652033417710,US,Robyn George,GB74RVTD78260516516257,JP,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-134275,corporate,Low,FALSE,10/9/2024,10/9/2026,FALSE,TRUE,TRUE,LEA,Eight simply discover north chance would which offer.,FALSE,FALSE,Balanced,TRUE,match,FALSE,TRUE,FALSE,0,1,potential,,
8af5bd04-7538-42bd-90d1-bd45f637cbde,CH,FINMA,2025-07-24T16:35:51,24/7/2025,437444.06,HKD,FAST (SG),fund_subscription,Anthony Campbell,GB30VFZA14319533637140,JP,Kenneth Morris,GB05AUMU55067473637330,HK,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-915215,domiciliary_company,High,TRUE,22/9/2023,21/9/2025,TRUE,TRUE,FALSE,FAM,Knowledge bank fine simple another southern particularly player.,FALSE,FALSE,High,TRUE,match,FALSE,TRUE,TRUE,0,1,none,,
0458203d-f3b9-4194-999c-b243b37282b0,HK,HKMA/SFC,2024-09-24T16:07:29,24/9/2024,9013.93,USD,Cash,cash_deposit,Nicole Adams,GB22GRTW48987015240419,DE,Tammy May,GB06TLRL97179283587809,TH,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-714762,domiciliary_company,Medium,FALSE,20/8/2021,20/8/2023,FALSE,TRUE,TRUE,INV,Become half present least rather.,FALSE,FALSE,High,TRUE,match,FALSE,TRUE,TRUE,9013.93,1,potential,,
d508071d-1e95-4a25-a5cc-f936d7402bda,SG,MAS,2025-09-14T09:25:02,14/9/2025,23862.98,SGD,Cash,cash_withdrawal,Daniel Johnson,GB65GEOP38136832079787,RU,Jason Vargas,GB02UPPC48741928939846,GB,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-325921,domiciliary_company,High,FALSE,17/11/2022,16/11/2024,TRUE,TRUE,TRUE,LEA,Require amount your world easy.,FALSE,FALSE,Low,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
34f93eed-8bf3-4183-b120-40b733146926,CH,FINMA,2024-10-26T11:02:25,26/10/2024,20000,CHF,Cash,cash_deposit,Charles Nelson,GB07OACJ63398007797032,GB,Charlotte Hernandez,GB85DDID53195162686031,US,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-183569,domiciliary_company,Low,FALSE,19/9/2021,19/9/2022,FALSE,TRUE,TRUE,SVC,Structure appear right happy yeah hope performance thus employee.,FALSE,FALSE,Low,TRUE,match,FALSE,TRUE,FALSE,10312.83,1,potential,,
671814c9-9792-4361-99e0-fe58e081b79a,HK,HKMA/SFC,2024-05-08T05:12:21,8/5/2024,96390.08,CHF,FPS (HK),fund_subscription,Jim Figueroa,GB77TTGO02441905163228,JP,Courtney Zimmerman,GB72THRU58455878161421,CH,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-280581,domiciliary_company,High,TRUE,14/10/2019,13/10/2021,TRUE,FALSE,FALSE,LEA,Return citizen throw sound receive leave economy.,FALSE,TRUE,Balanced,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
125871f9-cc28-48b3-81f4-0515fd33f5cb,SG,MAS,2025-09-07T06:01:42,7/9/2025,394061.52,GBP,FAST (SG),securities_trade,Jennifer Briggs,GB79AZIC43839414894776,HK,Evan Wallace,GB12LPCU26570237002730,TH,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-355444,individual,Medium,FALSE,13/8/2022,13/8/2023,FALSE,TRUE,TRUE,EDU,Join radio center rate safe sometimes senior.,FALSE,FALSE,High,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
9db0c15a-8d81-4f97-80aa-32edecc7068d,SG,MAS,2024-06-09T22:59:27,9/6/2024,444985.03,GBP,FPS (HK),securities_trade,Jose Pena,GB21CXMK19431044457746,RU,Jennifer White,GB83LPMO12129431195033,CN,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-489206,individual,High,FALSE,28/11/2024,28/11/2025,TRUE,TRUE,TRUE,INV,Decade wife senior north great best step majority government country.,FALSE,FALSE,High,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,2024-06-10T04:59:27,2024-06-11T04:59:27
4b3a34d7-1c0d-45f7-94c0-e8706c33fff5,SG,MAS,2024-12-24T02:00:38,24/12/2024,203632.69,CNY,SWIFT,fx_conversion,Sarah Rodriguez,GB21YHXF63558386783417,AU,Anthony Francis,GB11ADPF38447873185503,GB,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-934613,domiciliary_company,Medium,TRUE,10/5/2025,6/11/2025,TRUE,TRUE,TRUE,SVC,Agency early star specific majority.,FALSE,FALSE,High,TRUE,match,FALSE,TRUE,TRUE,0,1,none,,
77a7f3dd-7cd7-4235-86f3-06705f13dc44,CH,FINMA,2025-07-23T12:43:51,23/7/2025,102.83,JPY,Cash,cash_deposit,Melissa Valdez,GB58TAFV55376459814038,DE,Luke Armstrong,GB42QXOC70599019799132,CH,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-937366,domiciliary_company,High,FALSE,19/2/2022,19/2/2023,TRUE,TRUE,TRUE,INV,Let reach support old source east myself often road including.,FALSE,FALSE,High,TRUE,match,FALSE,TRUE,TRUE,102.83,1,none,,
8ef26642-b972-422a-b209-3d2a75e8c931,HK,HKMA/SFC,2025-04-02T08:11:05,2/4/2025,2790512.12,HKD,FAST (SG),fx_conversion,Lisa Davis MD,GB25BJWT06159356257125,DE,Joshua White,GB77RXQS76519083774869,VN,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-976473,domiciliary_company,Low,FALSE,3/9/2021,3/9/2023,FALSE,TRUE,TRUE,EDU,Nice natural race specific ever.,FALSE,FALSE,Low,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
11ab33f7-5db2-4a47-a856-9a8282250dfb,CH,FINMA,2025-04-02T13:26:52,2/4/2025,2896553.4,SGD,SWIFT,fx_conversion,Brianna Rodriguez,GB47AXYD39392361502168,ID,Michael Hunter,GB83WWUC81866583474251,HK,,,,TRUE,TRUE,,,TRUE,TRUE,CHF,SGD,0.356874,0.356162,20,Mclean-Weaver,CUST-584307,individual,Medium,FALSE,16/11/2022,15/5/2023,FALSE,TRUE,TRUE,MED,Lead require international I which within.,FALSE,FALSE,Balanced,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
c390f020-bc18-49b2-9d8c-7cfb080761fe,SG,MAS,2025-09-23T11:00:45,23/9/2025,491718.33,HKD,SEPA,securities_trade,Christy Moore,GB76RTAD43439898933025,GB,Aaron Jones,GB08KNBZ87973735074405,HK,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-465970,individual,Low,FALSE,25/11/2022,24/5/2023,FALSE,TRUE,TRUE,SVC,Natural number forward material director.,FALSE,FALSE,Low,TRUE,match,FALSE,TRUE,TRUE,0,1,none,,
f8f87416-1320-4864-9086-64fb5f5b7ff4,CH,FINMA,2024-07-01T23:38:56,1/7/2024,444045.32,EUR,FPS (HK),securities_trade,Alexis Watts,GB45QZMP23891098501698,GB,Norman Patterson,GB18JALP84469629973654,ID,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-286562,corporate,Low,FALSE,28/9/2022,28/9/2023,FALSE,TRUE,TRUE,SAL,Save agency industry list tonight everybody boy.,FALSE,TRUE,Balanced,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
7f4e7bd0-a9d3-4e92-97cc-a0d6fb1677ef,HK,HKMA/SFC,2024-11-22T15:08:39,22/11/2024,2622416.48,CNY,FPS (HK),fx_conversion,Bradley Anderson,GB75BGLN84723279145412,AE,Andrea Garcia,GB74KXUX38065524088158,AE,,,,TRUE,TRUE,,,TRUE,TRUE,GBP,CHF,1.930598,1.892743,200,"Johnson, Munoz and Perkins",CUST-338825,corporate,Low,FALSE,20/5/2021,20/5/2022,FALSE,TRUE,TRUE,MED,Total finish song machine beat network help figure.,FALSE,FALSE,Low,TRUE,match,FALSE,TRUE,TRUE,0,1,none,,
b36d1638-b257-4460-96f1-4aa391f4c12c,SG,MAS,2025-02-05T05:12:58,5/2/2025,184.71,SGD,Cash,cash_deposit,Larry Webb,GB53QPKP55171272485054,GB,George Thompson,GB73BVCO51412138944700,TH,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-867925,corporate,Low,TRUE,20/8/2020,20/8/2021,TRUE,TRUE,TRUE,SAL,Word begin support often perhaps off fly stuff to book sport.,FALSE,FALSE,Low,TRUE,match,FALSE,TRUE,FALSE,9886.38,3,none,,
1b2e5d4b-0ea1-465f-8b0a-6af8c4a01868,SG,MAS,2024-11-05T19:03:31,5/11/2024,1668219.82,JPY,FAST (SG),fund_subscription,David Taylor,GB67TOPR40104841129802,US,Anthony Decker,GB58RPGF31929723912289,VN,,,,TRUE,TRUE,,,TRUE,FALSE,,,0,0,0,,CUST-597098,domiciliary_company,High,FALSE,22/4/2021,22/4/2023,TRUE,TRUE,TRUE,SVC,Senior yes local then amount brother not do.,FALSE,TRUE,Balanced,TRUE,match,FALSE,TRUE,TRUE,0,1,potential,,
